id,subgroup,sampleSize,population,grade,url,created_at,startDate,endDate,pollster,answers/0/choice,answers/0/pct,answers/0/party,answers/1/choice,answers/1/pct,answers/1/party,type,seat_name,state,district,answers/2/choice,answers/2/pct,answers/2/party,answers/3/choice,answers/3/pct,answers/3/party,partisan,answers/4/choice,answers/4/pct,answers/4/party,answers/5/choice,answers/5/pct,answers/5/party,answers/6/choice,answers/6/pct,answers/6/party
91249,All polls,477,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-tx32-3.html,2018-11-02,2018-10-29,2018-11-04,Siena College/New York Times,Allred,45.82,Dem,Sessions,41.8,Rep,house,District 32,Texas,32,,,,,,,,,,,,,,,,
91250,All polls,477,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-tx32-3.html,2018-11-02,2018-10-29,2018-11-04,Siena College/New York Times,Allred,45.71,Dem,Sessions,35.73,Rep,house,District 32,Texas,32,,,,,,,,,,,,,,,,
91265,All polls,491,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca48-3.html,2018-11-02,2018-10-29,2018-11-04,Siena College/New York Times,Rouda,46.45,Dem,Rohrabacher,44.72,Rep,house,District 48,California,48,,,,,,,,,,,,,,,,
91266,All polls,491,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca48-3.html,2018-11-02,2018-10-29,2018-11-04,Siena College/New York Times,Rouda,45.12,Dem,Rohrabacher,41.32,Rep,house,District 48,California,48,,,,,,,,,,,,,,,,
91247,All polls,421,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ga06-3.html,2018-11-02,2018-10-28,2018-11-04,Siena College/New York Times,McBath,46.42,Dem,Handel,44.32,Rep,house,District 6,Georgia,6,,,,,,,,,,,,,,,,
91248,All polls,421,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ga06-3.html,2018-11-02,2018-10-28,2018-11-04,Siena College/New York Times,McBath,48.72,Dem,Handel,39.61,Rep,house,District 6,Georgia,6,,,,,,,,,,,,,,,,
91418,All polls,500,lv,,https://winwithjmc.com/wp-content/uploads/2018/11/Wisconsin-CD-6-Executive-Summary.pdf,2018-11-04,2018-10-29,2018-11-03,JMC Analytics / Bold Blue Campaigns,Kohl,33.0,Dem,Grothman,61.0,Rep,house,District 6,Wisconsin,6,,,,,,,,,,,,,,,,
91313,All polls,500,lv,,https://winwithjmc.com/wp-content/uploads/2018/11/Colorado-CD-3-Executive-Summary.pdf,2018-11-03,2018-10-27,2018-11-02,JMC Analytics / Bold Blue Campaigns,Mitsch Bush,41.0,Dem,Tipton,46.0,Rep,house,District 3,Colorado,3,Kent,4.0,Lib,Malarsie,1.0,Ind,,,,,,,,,,
91424,All polls,756,lv,C-,https://decisiondeskhq.com/wp-content/uploads/2018/11/November-2018-AZ01-and-OH07-Poll-Release.pdf,2018-11-04,2018-10-31,2018-11-01,Optimus,O'Halleran,47.7,Dem,Rogers,45.35,Rep,house,District 1,Arizona,1,,,,,,,,,,,,,,,,
91425,All polls,800,lv,C-,https://decisiondeskhq.com/wp-content/uploads/2018/11/November-2018-AZ01-and-OH07-Poll-Release.pdf,2018-11-04,2018-10-31,2018-11-01,Optimus,Harbaugh,36.34,Dem,Gibbs,54.59,Rep,house,District 7,Ohio,7,,,,,,,,,,,,,,,,
91263,All polls,885,lv,C+,https://www.realclearpolitics.com/docs/Vermont_November_1_2018.pdf,2018-11-02,2018-10-30,2018-11-01,Gravis Marketing,Welch,66.0,Dem,Tynio,28.0,Rep,house,District 1,Vermont,1,,,,,,,,,,,,,,,,
91264,All polls,500,lv,A,http://www.surveyusa.com/client/PollReport.aspx?g=a8279c12-7c0a-43a2-a506-5dc7ec3044c9,2018-11-02,2018-10-29,2018-11-01,SurveyUSA,Levin,51.0,Dem,Harkey,44.0,Rep,house,District 49,California,49,,,,,,,,,,,,,,,,
91278,All polls,353,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-tight-governor-races-georgia-wisconsin-iowa-democrats-look-pick-two-house-seats-iowa,2018-11-02,2018-10-29,2018-11-01,Emerson College,Finkenauer,53.0,Dem,Blum,41.1,Rep,house,District 1,Iowa,1,Hageman,3.8,Lib,,,,,,,,,,,,,
91279,All polls,373,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-tight-governor-races-georgia-wisconsin-iowa-democrats-look-pick-two-house-seats-iowa,2018-11-02,2018-10-29,2018-11-01,Emerson College,Loebsack,52.6,Dem,Peters,39.7,Rep,house,District 2,Iowa,2,,,,,,,,,,,,,,,,
91280,All polls,380,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-tight-governor-races-georgia-wisconsin-iowa-democrats-look-pick-two-house-seats-iowa,2018-11-02,2018-10-29,2018-11-01,Emerson College,Axne,45.7,Dem,Young,44.8,Rep,house,District 3,Iowa,3,,,,,,,,,,,,,,,,
91281,All polls,356,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-tight-governor-races-georgia-wisconsin-iowa-democrats-look-pick-two-house-seats-iowa,2018-11-02,2018-10-29,2018-11-01,Emerson College,Scholten,41.7,Dem,King,51.0,Rep,house,District 4,Iowa,4,,,,,,,,,,,,,,,,
90953,All polls,499,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca45-3.html,2018-10-30,2018-10-26,2018-11-01,Siena College/New York Times,Porter,47.76,Dem,Walters,46.48,Rep,house,District 45,California,45,,,,,,,,,,,,,,,,
90954,All polls,499,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca45-3.html,2018-10-30,2018-10-26,2018-11-01,Siena College/New York Times,Porter,49.26,Dem,Walters,41.29,Rep,house,District 45,California,45,,,,,,,,,,,,,,,,
91396,All polls,419,lv,A,https://www.abqjournal.com/1241736/herrell-torres-small-locked-in-tight-race-for-congress.html,2018-11-04,2018-10-26,2018-11-01,"Research & Polling, Inc.",Haaland,50.0,Dem,Arnold-Jones,38.0,Rep,house,District 1,New Mexico,1,Princeton,5.0,Lib,,,,,,,,,,,,,
91397,All polls,413,lv,A,https://www.abqjournal.com/1241736/herrell-torres-small-locked-in-tight-race-for-congress.html,2018-11-04,2018-10-26,2018-11-01,"Research & Polling, Inc.",Small,45.0,Dem,Herrell,46.0,Rep,house,District 2,New Mexico,2,,,,,,,,,,,,,,,,
91262,All polls,440,lv,,https://us19.campaign-archive.com/?u=fd19d69505045f7e019bb4a7a&id=37705acaf6,2018-11-02,2018-10-30,2018-10-31,Thomas Part­ners Strategies ,Rouda,41.6,Dem,Rohrabacher,50.7,Rep,house,District 48,California,48,,,,,,,,,,,,,,,,
91069,All polls,503,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nj07-3.html,2018-10-30,2018-10-28,2018-10-31,Siena College/New York Times,Malinowski,47.39,Dem,Lance,39.49,Rep,house,District 7,New Jersey,7,,,,,,,,,,,,,,,,
91070,All polls,503,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nj07-3.html,2018-10-30,2018-10-28,2018-10-31,Siena College/New York Times,Malinowski,41.77,Dem,Lance,38.84,Rep,house,District 7,New Jersey,7,,,,,,,,,,,,,,,,
91075,All polls,452,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia01-3.html,2018-10-30,2018-10-28,2018-10-31,Siena College/New York Times,Finkenauer,45.69,Dem,Blum,39.18,Rep,house,District 1,Iowa,1,,,,,,,,,,,,,,,,
91076,All polls,452,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia01-3.html,2018-10-30,2018-10-28,2018-10-31,Siena College/New York Times,Finkenauer,38.98,Dem,Blum,40.38,Rep,house,District 1,Iowa,1,,,,,,,,,,,,,,,,
91199,All polls,341,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-west-virginia-senate-race-tightens-texas-senate-race-remains-close-republicans-look-hold-three-house-seats-wv,2018-11-01,2018-10-28,2018-10-31,Emerson College,Fershee,32.0,Dem,McKinley,57.4,Rep,house,District 1,West Virginia,1,,,,,,,,,,,,,,,,
91200,All polls,344,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-west-virginia-senate-race-tightens-texas-senate-race-remains-close-republicans-look-hold-three-house-seats-wv,2018-11-01,2018-10-28,2018-10-31,Emerson College,Sergent,39.4,Dem,Mooney,46.8,Rep,house,District 2,West Virginia,2,Lutz,3.7,Mtp,,,,,,,,,,,,,
91201,All polls,328,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-west-virginia-senate-race-tightens-texas-senate-race-remains-close-republicans-look-hold-three-house-seats-wv,2018-11-01,2018-10-28,2018-10-31,Emerson College,Ojeda,44.5,Dem,Miller,52.1,Rep,house,District 3,West Virginia,3,,,,,,,,,,,,,,,,
91142,All polls,405,lv,C+,https://media.abc27.com/nxs-whtmtv-media-us-east-1/document_dev/2018/10/31/Toplines-PACD16-ABC27-SPR_1541014025013_60816092_ver1.0.pdf,2018-10-31,2018-10-29,2018-10-30,"Susquehanna Polling & Research, Inc.",DiNicola,51.0,Dem,Kelly,47.0,Rep,house,District 16,Pennsylvania,16,,,,,,,,,,,,,,,,
91185,All polls,843,lv,B-,https://www.whec.com/news/news10nbcs-exclusive-poll-reveals-comfortable-lead-for-morelle/5129992/,2018-10-31,2018-10-29,2018-10-30,Dixie Strategies,Morelle,48.64,Dem,Maxwell,39.5,Rep,house,District 25,New York,25,,,,,,,,,,,,,,,,
91246,All polls,801,lv,B-,https://www.whec.com/news/news10nbcdixie-strategies-poll-collins-maintains-lead-in-27th-congressional-district-race/5131359/,2018-11-02,2018-10-29,2018-10-30,Dixie Strategies,McMurray,38.08,Dem,Collins,45.32,Rep,house,District 27,New York,27,,,,,,,,,,,,,,,,
90891,All polls,501,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ks02-3.html,2018-10-28,2018-10-27,2018-10-30,Siena College/New York Times,Davis,41.25,Dem,Watkins,36.76,Rep,house,District 2,Kansas,2,,,,,,,,,,,,,,,,
90892,All polls,501,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ks02-3.html,2018-10-28,2018-10-27,2018-10-30,Siena College/New York Times,Davis,37.13,Dem,Watkins,34.25,Rep,house,District 2,Kansas,2,,,,,,,,,,,,,,,,
91169,All polls,789,lv,A,https://www.foxnews.com/politics/fox-news-north-dakota-senate-poll-10-31-2018,2018-10-31,2018-10-27,2018-10-30,Fox News,Schneider,33.0,Dem,Armstrong,55.0,Rep,house,District 1,North Dakota,1,,,,,,,,,,,,,,,,
91170,All polls,851,rv,A,https://www.foxnews.com/politics/fox-news-north-dakota-senate-poll-10-31-2018,2018-10-31,2018-10-27,2018-10-30,Fox News,Schneider,32.0,Dem,Armstrong,52.0,Rep,house,District 1,North Dakota,1,,,,,,,,,,,,,,,,
90889,All polls,505,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nc09-3.html,2018-10-28,2018-10-26,2018-10-30,Siena College/New York Times,McCready,44.13,Dem,Harris,45.37,Rep,house,District 9,North Carolina,9,,,,,,,,,,,,,,,,
90890,All polls,505,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nc09-3.html,2018-10-28,2018-10-26,2018-10-30,Siena College/New York Times,McCready,45.13,Dem,Harris,41.42,Rep,house,District 9,North Carolina,9,,,,,,,,,,,,,,,,
91181,All polls,440,lv,B-,http://www.news9.com/story/39394781/exclusive-news-9-poll-shows-congressman-steve-russell-has-strong-lead,2018-10-31,2018-10-29,2018-10-29,SoonerPoll.com,Horn,37.1,Dem,Russell,48.6,Rep,house,District 5,Oklahoma,5,,,,,,,,,,,,,,,,
91222,All polls,452,lv,,https://www.kob.com/politics-news/poll-shows-several-tight-statewide-races/5130013/,2018-11-01,2018-10-29,2018-10-29,Carroll Strategies,Haaland,51.3,Dem,Arnold-Jones,43.4,Rep,house,District 1,New Mexico,1,Princeton,2.9,Lib,,,,,,,,,,,,,
91223,All polls,338,lv,,https://www.kob.com/politics-news/poll-shows-several-tight-statewide-races/5130013/,2018-11-01,2018-10-29,2018-10-29,Carroll Strategies,Small,42.0,Dem,Herrell,47.0,Rep,house,District 2,New Mexico,2,,,,,,,,,,,,,,,,
91224,All polls,410,lv,,https://www.kob.com/politics-news/poll-shows-several-tight-statewide-races/5130013/,2018-11-01,2018-10-29,2018-10-29,Carroll Strategies,Lujan,57.3,Dem,McFall,32.7,Rep,house,District 3,New Mexico,3,Manning,4.1,Lib,,,,,,,,,,,,,
91141,All polls,446,lv,C+,https://media.abc27.com/nxs-whtmtv-media-us-east-1/document_dev/2018/10/31/Toplines-PACD8-ABC27-SPR_1541013289399_60816051_ver1.0.pdf,2018-10-31,2018-10-28,2018-10-29,"Susquehanna Polling & Research, Inc.",Cartwright,57.0,Dem,Chrin,40.0,Rep,house,District 8,Pennsylvania,8,,,,,,,,,,,,,,,,
90932,All polls,485,lv,,https://twitter.com/ChangePolls/status/1057115274799792128,2018-10-30,2018-10-27,2018-10-29,Change Research,Mitsch Bush,38.0,Dem,Tipton,53.0,Rep,house,District 3,Colorado,3,,,,,,,,,,,,,,,,
90933,All polls,838,lv,,https://twitter.com/ChangePolls/status/1057115734105444352,2018-10-30,2018-10-27,2018-10-29,Change Research,Gershon,37.0,Dem,Zeldin,52.0,Rep,house,District 1,New York,1,,,,,,,,,,,,,,,,
90934,All polls,475,lv,,https://twitter.com/ChangePolls/status/1057116362743529473,2018-10-30,2018-10-27,2018-10-29,Change Research,Baer,44.0,Dem,Mast,53.0,Rep,house,District 18,Florida,18,,,,,,,,,,,,,,,,
90935,All polls,554,lv,,https://twitter.com/ChangePolls/status/1057116865254711296,2018-10-30,2018-10-27,2018-10-29,Change Research,Dady,41.0,Dem,Kinzinger,55.0,Rep,house,District 16,Illinois,16,,,,,,,,,,,,,,,,
90936,All polls,431,lv,,https://twitter.com/ChangePolls/status/1057117504454029312,2018-10-30,2018-10-27,2018-10-29,Change Research,Schiller,39.0,Dem,Wenstrup,52.0,Rep,house,District 2,Ohio,2,,,,,,,,,,,,,,,,
90937,All polls,466,lv,,https://twitter.com/ChangePolls/status/1057117935968280576,2018-10-30,2018-10-27,2018-10-29,Change Research,Longjohn,43.0,Dem,Upton,46.0,Rep,house,District 6,Michigan,6,,,,,,,,,,,,,,,,
90939,All polls,574,lv,,https://twitter.com/ChangePolls/status/1057118890164027392,2018-10-30,2018-10-27,2018-10-29,Change Research,Morgan,42.0,Dem,Bergman,54.0,Rep,house,District 1,Michigan,1,,,,,,,,,,,,,,,,
90938,All polls,527,lv,,https://twitter.com/ChangePolls/status/1057118403851247617,2018-10-30,2018-10-27,2018-10-29,Change Research,Thornton,44.0,Dem,Brooks,50.0,Rep,house,District 5,Indiana,5,,,,,,,,,,,,,,,,
90942,All polls,541,lv,,https://twitter.com/ChangePolls/status/1057120567755649026,2018-10-30,2018-10-27,2018-10-29,Change Research,Watson,45.0,Dem,Hollingsworth,52.0,Rep,house,District 9,Indiana,9,,,,,,,,,,,,,,,,
90940,All polls,525,lv,,https://twitter.com/ChangePolls/status/1057119295820333056,2018-10-30,2018-10-27,2018-10-29,Change Research,Kohl,48.0,Dem,Grothman,50.0,Rep,house,District 6,Wisconsin,6,,,,,,,,,,,,,,,,
90941,All polls,902,lv,,https://twitter.com/ChangePolls/status/1057119705608015872,2018-10-30,2018-10-27,2018-10-29,Change Research,Davis,44.0,Dem,Watkins,45.0,Rep,house,District 2,Kansas,2,,,,,,,,,,,,,,,,
90943,All polls,631,lv,,https://twitter.com/ChangePolls/status/1059183985694146560,2018-10-30,2018-10-27,2018-10-29,Change Research,Scholten,44.0,Dem,King,45.0,Rep,house,District 4,Iowa,4,Aldrich,4.0,Lib,Peterson,3.0,Ind,,,,,,,,,,
91112,All polls,442,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-ct-me-nh-two-house-races-play-potential-gubernatorial-upset,2018-10-31,2018-10-27,2018-10-29,Emerson College,Pingree,56.2,Dem,Holbrook,31.0,Rep,house,District 1,Maine,1,Grohman,7.2,Ind,,,,,,,,,,,,,
91113,All polls,441,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-ct-me-nh-two-house-races-play-potential-gubernatorial-upset,2018-10-31,2018-10-27,2018-10-29,Emerson College,Golden,46.7,Dem,Poliquin,45.6,Rep,house,District 2,Maine,2,,,,,,,,,,,,,,,,
91114,All polls,570,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-ct-me-nh-two-house-races-play-potential-gubernatorial-upset,2018-10-31,2018-10-27,2018-10-29,Emerson College,Pappas,47.8,Dem,Edwards,46.1,Rep,house,District 1,New Hampshire,1,Belforti,1.5,Lib,,,,,,,,,,,,,
91115,All polls,569,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-polls-ct-me-nh-two-house-races-play-potential-gubernatorial-upset,2018-10-31,2018-10-27,2018-10-29,Emerson College,Kuster,52.4,Dem,Negron,39.7,Rep,house,District 2,New Hampshire,2,O'Donnell,1.3,Lib,,,,,,,,,,,,,
90887,All polls,502,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-pa01-3.html,2018-10-28,2018-10-26,2018-10-29,Siena College/New York Times,Wallace,45.98,Dem,Fitzpatrick,47.31,Rep,house,District 1,Pennsylvania,1,,,,,,,,,,,,,,,,
90888,All polls,502,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-pa01-3.html,2018-10-28,2018-10-26,2018-10-29,Siena College/New York Times,Wallace,40.97,Dem,Fitzpatrick,47.96,Rep,house,District 1,Pennsylvania,1,,,,,,,,,,,,,,,,
91243,All polls,500,lv,C,https://www.facebook.com/alaskasurvey/posts/1161823020636996,2018-11-01,2018-10-26,2018-10-29,Ivan Moore Research,Galvin,49.0,Dem,Young,48.0,Rep,house,District 1,Alaska,1,,,,,,,,,,,,,,,,
91172,All polls,609,lv,A,http://www.surveyusa.com/client/PollReport.aspx?g=4c5e3ac5-3c88-4894-9275-88032787c1b0,2018-10-31,2018-10-26,2018-10-29,SurveyUSA,Delgado,44.0,Dem,Faso,44.0,Rep,house,District 19,New York,19,Greenfield,3.0,Gre,Neal,3.0,Ind,,,,,,,,,,
90983,All polls,547,lv,A,http://www.surveyusa.com/client/PollReport.aspx?g=6eb82edf-81cd-4528-ae67-3d8371e94eaf,2018-10-30,2018-10-25,2018-10-29,SurveyUSA,Campa-Najjar,45.0,Dem,Hunter,48.0,Rep,house,District 50,California,50,,,,,,,,,,,,,,,,
91116,All polls,356,lv,A+,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NJ_103118/,2018-10-31,2018-10-25,2018-10-29,Monmouth University,Malinowski,47.0,Dem,Lance,44.0,Rep,house,District 7,New Jersey,7,,,,,,,,,,,,,,,,
91117,All polls,356,lv,A+,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NJ_103118/,2018-10-31,2018-10-25,2018-10-29,Monmouth University,Malinowski,48.0,Dem,Lance,43.0,Rep,house,District 7,New Jersey,7,,,,,,,,,,,,,,,,
91118,All polls,356,lv,A+,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NJ_103118/,2018-10-31,2018-10-25,2018-10-29,Monmouth University,Malinowski,46.0,Dem,Lance,46.0,Rep,house,District 7,New Jersey,7,,,,,,,,,,,,,,,,
90868,All polls,501,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny27-3.html,2018-10-26,2018-10-24,2018-10-29,Siena College/New York Times,McMurray,39.87,Dem,Collins,44.26,Rep,house,District 27,New York,27,,,,,,,,,,,,,,,,
