Candidate#State#District#Party#Year#Vote Total###Vote Share
R Winner B. Byrne (i)#alabama#1#Party#2016#NA###Uncontested
D Winner J. Garamendi (i)#california#3#Party#2016#127,623###58.20%
R E. Cleek#california#3#Party#2016#91,544###41.80%
R Winner T. McClintock (i)#california#4#Party#2016#196,613###62.80%
D R. Derlet#california#4#Party#2016#116,541###37.20%
D Winner M. Thompson (i)#california#5#Party#2016#172,810###77.20%
R C. Santamaria#california#5#Party#2016#51,098###22.80%
D Winner D. Matsui (i)#california#6#Party#2016#145,704###75.20%
R R. Evans#california#6#Party#2016#47,926###24.80%
D Winner A. Bera (i)#california#7#Party#2016#129,064###51.20%
R S. Jones#california#7#Party#2016#123,056###48.80%
R Winner P. Cook (i)#california#8#Party#2016#129,690###62.70%
D R. Ramirez#california#8#Party#2016#76,999###37.30%
D Winner J. McNerney (i)#california#9#Party#2016#106,256###57.60%
R T. Amador#california#9#Party#2016#78,121###42.40%
R Winner J. Denham (i)#california#10#Party#2016#110,659###52.40%
D M. Eggman#california#10#Party#2016#100,646###47.60%
D Winner M. DeSaulnier (i)#california#11#Party#2016#194,345###71.80%
R R. Petersen#california#11#Party#2016#76,473###28.20%
D Winner N. Pelosi (i)#california#12#Party#2016#250,378###81.00%
O P. Picus#california#12#Party#2016#58,577###19.00%
D Winner B. Lee (i)#california#13#Party#2016#277,390###90.70%
R S. Caro#california#13#Party#2016#28,413###9.30%
D Winner J. Speier (i)#california#14#Party#2016#213,612###80.90%
R A. Cardenas#california#14#Party#2016#50,485###19.10%
D Winner E. Swalwell (i)#california#15#Party#2016#188,179###73.80%
R D. Turner#california#15#Party#2016#66,959###26.20%
D Winner J. Costa (i)#california#16#Party#2016#72,111###57.80%
R J. Tacherra#california#16#Party#2016#52,570###42.20%
D Winner R. Khanna#california#17#Party#2016#135,607###61.10%
D M. Honda (i)#california#17#Party#2016#86,505###38.90%
D Winner A. Eshoo (i)#california#18#Party#2016#220,139###71.20%
R R. Fox#california#18#Party#2016#88,907###28.80%
D Winner Z. Lofgren (i)#california#19#Party#2016#171,688###74.00%
R B. Lancaster#california#19#Party#2016#60,420###26.00%
D Winner J. Panetta#california#20#Party#2016#144,870###70.60%
R C. Lucius#california#20#Party#2016#60,324###29.40%
R Winner D. Valadao (i)#california#21#Party#2016#68,481###58.00%
D E. Huerta#california#21#Party#2016#49,643###42.00%
R Winner D. Nunes (i)#california#22#Party#2016#143,333###68.20%
D L. Campos#california#22#Party#2016#66,802###31.80%
R Winner K. McCarthy (i)#california#23#Party#2016#151,346###70.00%
D W. Reed#california#23#Party#2016#64,842###30.00%
D Winner S. Carbajal#california#24#Party#2016#155,492###53.20%
R J. Fareed#california#24#Party#2016#136,532###46.80%
R Winner S. Knight (i)#california#25#Party#2016#112,768###54.20%
D B. Caforio#california#25#Party#2016#95,296###45.80%
D Winner J. Brownley (i)#california#26#Party#2016#148,550###59.90%
R R. Dagnesses#california#26#Party#2016#99,597###40.10%
D Winner J. Chu (i)#california#27#Party#2016#133,766###66.50%
R J. Orswell#california#27#Party#2016#67,421###33.50%
D Winner A. Schiff (i)#california#28#Party#2016#168,082###77.90%
R L. Solis#california#28#Party#2016#47,619###22.10%
D Winner T. Cardenas (i)#california#29#Party#2016#98,879###75.20%
D R. Alarcon#california#29#Party#2016#32,656###24.80%
D Winner B. Sherman (i)#california#30#Party#2016#159,974###72.40%
R M. Reed#california#30#Party#2016#60,865###27.60%
D Winner P. Aguilar (i)#california#31#Party#2016#111,870###55.70%
R P. Chabot#california#31#Party#2016#89,070###44.30%
D Winner G. Napolitano (i)#california#32#Party#2016#93,059###62.40%
D R. Hernandez#california#32#Party#2016#56,050###37.60%
D Winner T. Lieu (i)#california#33#Party#2016#173,778###66.30%
R K. Wright#california#33#Party#2016#88,507###33.70%
D Winner X. Becerra (i)#california#34#Party#2016#97,305###78.20%
D A. Edwards#california#34#Party#2016#27,091###21.80%
D Winner N. Torres (i)#california#35#Party#2016#109,767###71.80%
R T. Fischella#california#35#Party#2016#43,189###28.20%
D Winner R. Ruiz (i)#california#36#Party#2016#132,252###61.40%
R J. Stone#california#36#Party#2016#83,049###38.60%
D Winner K. Bass (i)#california#37#Party#2016#150,535###82.00%
D C. Wiggins#california#37#Party#2016#33,082###18.00%
D Winner L. Sanchez (i)#california#38#Party#2016#131,099###69.70%
R R. Downing#california#38#Party#2016#56,883###30.30%
R Winner E. Royce (i)#california#39#Party#2016#138,907###57.70%
D B. Murdock#california#39#Party#2016#101,651###42.30%
D Winner L. Roybal-Allard (i)#california#40#Party#2016#82,789###71.90%
O R. Gonzalez#california#40#Party#2016#32,404###28.10%
D Winner M. Takano (i)#california#41#Party#2016#115,859###64.40%
R D. Shepherd#california#41#Party#2016#64,153###35.60%
R Winner K. Calvert (i)#california#42#Party#2016#139,915###59.00%
D T. Sheridan#california#42#Party#2016#97,123###41.00%
D Winner M. Waters (i)#california#43#Party#2016#128,551###75.60%
R O. Navarro#california#43#Party#2016#41,507###24.40%
D Winner N. Barragan#california#44#Party#2016#70,303###51.10%
D I. Hall#california#44#Party#2016#67,177###48.90%
R Winner M. Walters (i)#california#45#Party#2016#171,736###59.00%
D R. Varasteh#california#45#Party#2016#119,521###41.00%
D Winner L. Correa#california#46#Party#2016#103,475###69.90%
D B. Nguyen#california#46#Party#2016#44,652###30.10%
D Winner A. Lowenthal (i)#california#47#Party#2016#127,832###62.50%
R A. Whallon#california#47#Party#2016#76,670###37.50%
R Winner D. Rohrabacher (i)#california#48#Party#2016#165,987###58.50%
D S. Savary#california#48#Party#2016#117,716###41.50%
RWinner  D. Issa (i)#california#49#Party#2016#134,428###51.00%
D D. Applegate#california#49#Party#2016#129,100###49.00%
R Winner D. Hunter (i)#california#50#Party#2016#148,880###63.90%
D P. Malloy#california#50#Party#2016#84,142###36.10%
D Winner J. Vargas (i)#california#51#Party#2016#108,932###71.90%
R J. Hidalgo#california#51#Party#2016#42,676###28.10%
D Winner S. Peters (i)#california#52#Party#2016#148,651###56.40%
R D. Gitsham#california#52#Party#2016#115,013###43.60%
D Winner S. Davis (i)#california#53#Party#2016#151,269###66.10%
R J. Veltmeyer#california#53#Party#2016#77,436###33.90%
D Winner D. DeGette (i)#colorado#1#Party#2016#189,837###67.80%
R C. Stockham#colorado#1#Party#2016#79,561###28.40%
L D. Dinges#colorado#1#Party#2016#10,549###3.80%
D Winner J. Polis (i)#colorado#2#Party#2016#251,988###56.80%
R N. Morse#colorado#2#Party#2016#166,020###37.40%
L R. Longstreth#colorado#2#Party#2016#25,858###5.80%
R Winner S. Tipton (i)#colorado#3#Party#2016#191,917###54.60%
D G. Schwartz#colorado#3#Party#2016#142,794###40.60%
L G. Kent#colorado#3#Party#2016#16,996###4.80%
R Winner K. Buck (i)#colorado#4#Party#2016#241,424###63.80%
D B. Seay#colorado#4#Party#2016#119,249###31.50%
L B. Griffith#colorado#4#Party#2016#17,925###4.70%
R Winner D. Lamborn (i)#colorado#5#Party#2016#222,169###62.40%
D M. Plowright#colorado#5#Party#2016#109,573###30.80%
L M. McRedmond#colorado#5#Party#2016#24,320###6.80%
R Winner M. Coffman (i)#colorado#6#Party#2016#180,727###51.30%
D M. Carroll#colorado#6#Party#2016#149,417###42.40%
L N. Olsen#colorado#6#Party#2016#17,102###4.90%
G R. Worthey#colorado#6#Party#2016#5,038###1.40%
D Winner E. Perlmutter (i)#colorado#7#Party#2016#185,208###55.20%
R G. Athanasopoulos#colorado#7#Party#2016#134,244###40.00%
L M. Buchanan#colorado#7#Party#2016#15,831###4.70%
D Winner J. Larson (i)#connecticut#1#Party#2016#193,040###63.60%
R M. Corey#connecticut#1#Party#2016#104,214###34.30%
G M. DeRosa#connecticut#1#Party#2016#6,283###2.10%
D Winner J. Courtney (i)#connecticut#2#Party#2016#207,584###63.00%
R D. Novak#connecticut#2#Party#2016#111,587###33.90%
G J. Pelto#connecticut#2#Party#2016#5,332###1.60%
L D. Reale#connecticut#2#Party#2016#5,016###1.50%
D Winner R. DeLauro (i)#connecticut#3#Party#2016#208,900###68.70%
R A. Cadena#connecticut#3#Party#2016#95,370###31.30%
D Winner J. Himes (i)#connecticut#4#Party#2016#185,928###60.10%
R J. Shaban#connecticut#4#Party#2016#123,630###39.90%
D Winner E. Esty (i)#connecticut#5#Party#2016#174,788###57.90%
R C. Cope#connecticut#5#Party#2016#126,842###42.10%
D Winner L. Rochester#delaware#1#Party#2016#233,542###55.50%
R H. Reigle#delaware#1#Party#2016#172,290###41.00%
G M. Perri#delaware#1#Party#2016#8,325###2.00%
L S. Gesty#delaware#1#Party#2016#6,436###1.50%
R Winner M. Gaetz#florida#1#Party#2016#254,280###69.10%
D S. Specht#florida#1#Party#2016#113,586###30.90%
R Winner N. Dunn#florida#2#Party#2016#230,838###67.30%
D W. Dartland#florida#2#Party#2016#102,596###29.90%
L R. Lapham#florida#2#Party#2016#9,384###2.70%
R Winner T. Yoho (i)#florida#3#Party#2016#193,261###56.60%
D K. McGurn#florida#3#Party#2016#135,688###39.70%
N T. Wells#florida#3#Party#2016#12,438###3.60%
R Winner J. Rutherford#florida#4#Party#2016#286,018###70.20%
D D. Bruderly#florida#4#Party#2016#112,253###27.60%
N G. Koniz#florida#4#Party#2016#8,990###2.20%
D Winner A. Lawson#florida#5#Party#2016#193,430###64.20%
R G. Smith#florida#5#Party#2016#107,784###35.80%
R Winner R. DeSantis (i)#florida#6#Party#2016#213,180###58.60%
D B. McCullough#florida#6#Party#2016#150,677###41.40%
D Winner S. Murphy#florida#7#Party#2016#181,758###51.50%
R J. Mica (i)#florida#7#Party#2016#171,412###48.50%
R Winner B. Posey (i)#florida#8#Party#2016#246,257###63.10%
D C. Westbrook#florida#8#Party#2016#126,962###32.50%
N B. Stinson#florida#8#Party#2016#16,924###4.30%
D Winner D. Soto#florida#9#Party#2016#194,963###57.50%
R W. Liebnitzky#florida#9#Party#2016#144,281###42.50%
D Winner V. Demings#florida#10#Party#2016#198,309###64.90%
R T. Lowe#florida#10#Party#2016#107,423###35.10%
R Winner D. Webster (i)#florida#11#Party#2016#257,881###65.40%
D D. Koller#florida#11#Party#2016#124,599###31.60%
N B. Riggs#florida#11#Party#2016#11,961###3.00%
R Winner G. Bilirakis (i)#florida#12#Party#2016#253,347###68.60%
D R. Tager#florida#12#Party#2016#115,909###31.40%
D Winner C. Crist#florida#13#Party#2016#184,371###51.90%
R D. Jolly (i)#florida#13#Party#2016#170,964###48.10%
D Winner K. Castor (i)#florida#14#Party#2016#194,851###61.80%
R C. Quinn#florida#14#Party#2016#120,584###38.20%
R Winner D. Ross (i)#florida#15#Party#2016#182,498###57.50%
D J. Lange#florida#15#Party#2016#134,945###42.50%
R Winner V. Buchanan (i)#florida#16#Party#2016#230,187###59.80%
D J. Schneider#florida#16#Party#2016#154,854###40.20%
R Winner T. Rooney (i)#florida#17#Party#2016#209,135###61.80%
D A. Freeman#florida#17#Party#2016#115,801###34.20%
N J. Sawyer#florida#17#Party#2016#13,336###3.90%
R Winner B. Mast#florida#18#Party#2016#201,011###53.60%
D R. Perkins#florida#18#Party#2016#161,328###43.00%
N C. Spalding#florida#18#Party#2016#12,451###3.30%
R Winner F. Rooney#florida#19#Party#2016#238,975###65.90%
D R. Neeld#florida#19#Party#2016#123,625###34.10%
D Winner A. Hastings (i)#florida#20#Party#2016#220,452###80.30%
R G. Stein#florida#20#Party#2016#54,079###19.70%
D Winner L. Frankel (i)#florida#21#Party#2016#208,999###62.70%
R P. Spain#florida#21#Party#2016#117,273###35.20%
N M. Trout#florida#21#Party#2016#7,148###2.10%
D Winner T. Deutch (i)#florida#22#Party#2016#197,396###58.90%
R A. McGee#florida#22#Party#2016#137,691###41.10%
D Winner D. Wasserman Schultz (i)#florida#23#Party#2016#180,979###56.70%
R J. Kaufman#florida#23#Party#2016#129,400###40.50%
N D. Endriss#florida#23#Party#2016#5,100###1.60%
N L. Milstein#florida#23#Party#2016#3,835###1.20%
D Winner F. Wilson (i)#florida#24#Party#2016#NA###Uncontested
R Winner M. Diaz-Balart (i)#florida#25#Party#2016#157,748###62.40%
D A. Valdes#florida#25#Party#2016#95,008###37.60%
R Winner C. Curbelo (i)#florida#26#Party#2016#148,445###53.00%
D J. Garcia#florida#26#Party#2016#115,348###41.20%
N J. Peixoto#florida#26#Party#2016#16,491###5.90%
R Winner I. Ros-Lehtinen (i)#florida#27#Party#2016#157,763###54.90%
D S. Fuhrman#florida#27#Party#2016#129,548###45.10%
R Winner B. Carter (i)#georgia#1#Party#2016#NA###Uncontested
D Winner S. Bishop (i)#georgia#2#Party#2016#146,284###61.00%
R G. Duke#georgia#2#Party#2016#93,392###39.00%
R Winner D. Ferguson#georgia#3#Party#2016#206,930###68.40%
D A. Pendley#georgia#3#Party#2016#95,736###31.60%
D Winner H. Johnson (i)#georgia#4#Party#2016#214,278###75.60%
R V. Armendariz#georgia#4#Party#2016#69,075###24.40%
D Winner J. Lewis (i)#georgia#5#Party#2016#241,773###84.60%
R D. Bell#georgia#5#Party#2016#44,032###15.40%
R Winner T. Price (i)#georgia#6#Party#2016#191,792###61.60%
D R. Stooksbury#georgia#6#Party#2016#119,536###38.40%
R Winner R. Woodall (i)#georgia#7#Party#2016#173,638###60.50%
D R. Malik#georgia#7#Party#2016#113,593###39.50%
R Winner A. Scott (i)#georgia#8#Party#2016#171,529###67.70%
D J. Harris#georgia#8#Party#2016#81,903###32.30%
R Winner D. Collins (i)#georgia#9#Party#2016#NA###Uncontested
R Winner J. Hice (i)#georgia#10#Party#2016#NA###Uncontested
R Winner B. Loudermilk (i)#georgia#11#Party#2016#216,772###67.50%
D D. Wilson#georgia#11#Party#2016#104,401###32.50%
R Winner R. Allen (i)#georgia#12#Party#2016#158,705###61.60%
D T. McCracken#georgia#12#Party#2016#98,870###38.40%
D Winner D. Scott (i)#georgia#13#Party#2016#NA###Uncontested
R Winner T. Graves (i)#georgia#14#Party#2016#NA###Uncontested
D Winner C. Hanabusa#hawaii#1#Party#2016#135,069###71.90%
R S. Ostrov#hawaii#1#Party#2016#42,569###22.70%
L A. Yim#hawaii#1#Party#2016#6,127###3.30%
O C. Griffin#hawaii#1#Party#2016#4,040###2.20%
D Winner T. Gabbard (i)#hawaii#2#Party#2016#163,484###81.10%
R A. Kaaihue#hawaii#2#Party#2016#38,098###18.90%
R Winner R. Labrador (i)#idaho#1#Party#2016#236,397###68.00%
D J. Piotrowski#idaho#1#Party#2016#111,035###32.00%
R Winner M. Simpson (i)#idaho#2#Party#2016#208,887###63.00%
D J. Martinez#idaho#2#Party#2016#97,250###29.30%
C A. Tomkins#idaho#2#Party#2016#25,575###7.70%
D Winner B. Rush (i)#illinois#1#Party#2016#221,551###73.40%
R A. Deuser#illinois#1#Party#2016#80,161###26.60%
D Winner R. Kelly (i)#illinois#2#Party#2016#229,184###79.60%
R J. Morrow#illinois#2#Party#2016#58,788###20.40%
D Winner D. Lipinski (i)#illinois#3#Party#2016#NA###Uncontested
D Winner L. Gutierrez (i)#illinois#4#Party#2016#NA###Uncontested
D Winner M. Quigley (i)#illinois#5#Party#2016#201,983###67.60%
R V. Kolber#illinois#5#Party#2016#82,931###27.80%
G R. Sherman#illinois#5#Party#2016#13,867###4.60%
R Winner P. Roskam (i)#illinois#6#Party#2016#205,746###59.50%
D A. Howland#illinois#6#Party#2016#140,023###40.50%
D Winner D. Davis (i)#illinois#7#Party#2016#232,322###84.00%
R J. Leef#illinois#7#Party#2016#44,242###16.00%
D Winner R. Krishnamoorthi#illinois#8#Party#2016#141,138###58.10%
R P. DiCianni#illinois#8#Party#2016#101,893###41.90%
D Winner J. Schakowsky (i)#illinois#9#Party#2016#203,834###65.80%
R J. McCarthy Lasonde#illinois#9#Party#2016#105,920###34.20%
D Winner B. Schneider#illinois#10#Party#2016#147,299###52.50%
R R. Dold (i)#illinois#10#Party#2016#133,383###47.50%
D Winner B. Foster (i)#illinois#11#Party#2016#157,659###59.90%
R T. Khouri#illinois#11#Party#2016#105,762###40.10%
R Winner M. Bost (i)#illinois#12#Party#2016#169,233###54.30%
D C. Baricevic#illinois#12#Party#2016#123,754###39.70%
G P. Bradshaw#illinois#12#Party#2016#18,713###6.00%
R Winner R. Davis (i)#illinois#13#Party#2016#186,791###59.70%
D M. Wicklund#illinois#13#Party#2016#125,932###40.30%
R Winner R. Hultgren (i)#illinois#14#Party#2016#197,962###59.60%
D J. Walz#illinois#14#Party#2016#134,362###40.40%
R Winner J. Shimkus (i)#illinois#15#Party#2016#NA###Uncontested
R Winner A. Kinzinger (i)#illinois#16#Party#2016#NA###Uncontested
D Winner C. Bustos (i)#illinois#17#Party#2016#170,746###60.10%
R P. Harlan#illinois#17#Party#2016#113,141###39.90%
R Winner D. LaHood (i)#illinois#18#Party#2016#248,701###72.20%
D J. Rodriguez#illinois#18#Party#2016#95,741###27.80%
D Winner P. Visclosky (i)#indiana#1#Party#2016#207,299###81.50%
L D. Dunn#indiana#1#Party#2016#47,009###18.50%
R Winner J. Walorski (i)#indiana#2#Party#2016#164,276###59.30%
D L. Coleman#indiana#2#Party#2016#102,332###36.90%
L R. Cenkush#indiana#2#Party#2016#10,594###3.80%
R Winner J. Banks#indiana#3#Party#2016#201,216###70.10%
D T. Schrader#indiana#3#Party#2016#65,908###23.00%
L P. Snyder#indiana#3#Party#2016#19,782###6.90%
R Winner T. Rokita (i)#indiana#4#Party#2016#193,272###64.60%
D J. Dale#indiana#4#Party#2016#91,153###30.50%
L S. Mayoras#indiana#4#Party#2016#14,758###4.90%
R Winner S. Brooks (i)#indiana#5#Party#2016#221,785###61.50%
D A. Demaree#indiana#5#Party#2016#123,791###34.30%
L M. Wittlief#indiana#5#Party#2016#15,324###4.20%
R Winner L. Messer (i)#indiana#6#Party#2016#204,844###69.10%
D B. Welsh#indiana#6#Party#2016#79,075###26.70%
L R. Turvey#indiana#6#Party#2016#12,325###4.20%
D Winner A. Carson (i)#indiana#7#Party#2016#158,606###60.00%
R C. Ping#indiana#7#Party#2016#94,396###35.70%
L D. Thompson#indiana#7#Party#2016#11,470###4.30%
R Winner L. Bucshon (i)#indiana#8#Party#2016#187,569###63.70%
D R. Drake#indiana#8#Party#2016#93,130###31.60%
L A. Horning#indiana#8#Party#2016#13,630###4.60%
R Winner T. Hollingsworth#indiana#9#Party#2016#174,698###54.10%
D S. Yoder#indiana#9#Party#2016#130,539###40.50%
L R. Brooksbank#indiana#9#Party#2016#17,417###5.40%
R Winner R. Blum (i)#iowa#1#Party#2016#206,273###53.90%
D M. Vernon#iowa#1#Party#2016#176,447###46.10%
D Winner D. Loebsack (i)#iowa#2#Party#2016#197,802###53.70%
R C. Peters#iowa#2#Party#2016#170,529###46.30%
R Winner D. Young (i)#iowa#3#Party#2016#208,264###53.50%
D J. Mowrer#iowa#3#Party#2016#154,780###39.80%
L B. Holder#iowa#3#Party#2016#15,337###3.90%
P C. Addy#iowa#3#Party#2016#6,335###1.60%
P J. Grandanette#iowa#3#Party#2016#4,511###1.20%
R Winner S. King (i)#iowa#4#Party#2016#225,842###61.40%
D K. Weaver#iowa#4#Party#2016#142,018###38.60%
R Winner R. Marshall#kansas#1#Party#2016#166,051###66.20%
I A. LaPolice#kansas#1#Party#2016#66,218###26.40%
L K. Burt#kansas#1#Party#2016#18,415###7.30%
R Winner L. Jenkins (i)#kansas#2#Party#2016#177,851###61.10%
D B. Potter#kansas#2#Party#2016#94,561###32.50%
L J. Bales#kansas#2#Party#2016#18,700###6.40%
R Winner K. Yoder (i)#kansas#3#Party#2016#171,647###51.30%
D J. Sidie#kansas#3#Party#2016#135,778###40.60%
L S. Hohe#kansas#3#Party#2016#26,897###8.00%
R Winner M. Pompeo (i)#kansas#4#Party#2016#163,406###61.00%
D D. Giroux#kansas#4#Party#2016#78,822###29.40%
I M. Allen#kansas#4#Party#2016#18,358###6.80%
L G. Bakken#kansas#4#Party#2016#7,420###2.80%
R Winner J. Comer#kentucky#1#Party#2016#216,957###72.60%
D S. Gaskins#kentucky#1#Party#2016#81,710###27.40%
R Winner B. Guthrie (i)#kentucky#2#Party#2016#NA###Uncontested
D Winner J. Yarmuth (i)#kentucky#3#Party#2016#212,388###63.50%
R H. Bratcher#kentucky#3#Party#2016#122,085###36.50%
O E. Corley#kentucky#3#Party#2016#0###0.00%
R Winner T. Massie (i)#kentucky#4#Party#2016#233,922###71.30%
D C. Sidle#kentucky#4#Party#2016#94,064###28.70%
R Winner H. Rogers (i)#kentucky#5#Party#2016#NA###Uncontested
R Winner A. Barr (i)#kentucky#6#Party#2016#202,094###61.10%
D N. Kemper#kentucky#6#Party#2016#128,725###38.90%
R Winner S. Scalise (i)#louisiana#1#Party#2016#243,575###74.60%
D L. Dugas#louisiana#1#Party#2016#41,816###12.80%
D D. Faust#louisiana#1#Party#2016#12,698###3.90%
L H. Kearney#louisiana#1#Party#2016#9,395###2.90%
D J. Swider#louisiana#1#Party#2016#9,231###2.80%
G E. Barron#louisiana#1#Party#2016#6,712###2.10%
N C. Yang#louisiana#1#Party#2016#3,233###1.00%
D Winner C. Richmond (i)#louisiana#2#Party#2016#198,169###69.80%
D K. Holden#louisiana#2#Party#2016#57,083###20.10%
D K. Cutno#louisiana#2#Party#2016#28,826###10.10%
R Winner* S. Angelle#louisiana#3#Party#2016#91,374###28.50%
R Winner* C. Higgins#louisiana#3#Party#2016#84,809###26.50%
D J. Hebert#louisiana#3#Party#2016#28,358###8.90%
D L. Rader#louisiana#3#Party#2016#27,807###8.70%
R G. Rantz#louisiana#3#Party#2016#25,640###8.00%
R G. Ellison#louisiana#3#Party#2016#24,845###7.80%
R B. Geymann#louisiana#3#Party#2016#21,606###6.80%
R B. Barrilleaux#louisiana#3#Party#2016#6,215###1.90%
L G. McLendon#louisiana#3#Party#2016#2,934###0.90%
R G. Rees#louisiana#3#Party#2016#2,455###0.80%
N K. Scelfo#louisiana#3#Party#2016#2,667###0.80%
R H. Vidrine#louisiana#3#Party#2016#1,354###0.40%
D Winner* M. Jones#louisiana#4#Party#2016#80,558###28.20%
R Winner* M. Johnson#louisiana#4#Party#2016#70,556###24.70%
R T. Baucum#louisiana#4#Party#2016#50,395###17.60%
R O. Jenkins#louisiana#4#Party#2016#44,500###15.60%
R E. Guillory#louisiana#4#Party#2016#21,011###7.30%
R R. John#louisiana#4#Party#2016#13,215###4.60%
N M. Halverson#louisiana#4#Party#2016#3,145###1.10%
N K. Krefft#louisiana#4#Party#2016#2,492###0.90%
R Winner R. Abraham (i)#louisiana#5#Party#2016#208,504###81.60%
R B. Burkette#louisiana#5#Party#2016#47,106###18.40%
R Winner G. Graves (i)#louisiana#6#Party#2016#207,453###62.70%
D R. Lieberman#louisiana#6#Party#2016#49,352###14.90%
R B. Bell#louisiana#6#Party#2016#33,585###10.10%
D J. Sampson#louisiana#6#Party#2016#29,809###9.00%
L R. Fontanesi#louisiana#6#Party#2016#7,598###2.30%
O D. Graham#louisiana#6#Party#2016#3,215###1.00%
D Winner C. Pingree (i)#maine#1#Party#2016#225,428###57.90%
R M. Holbrook#maine#1#Party#2016#164,048###42.10%
R Winner B. Poliquin (i)#maine#2#Party#2016#192,285###54.90%
D E. Cain#maine#2#Party#2016#157,862###45.10%
R Winner A. Harris (i)#maryland#1#Party#2016#229,135###67.80%
D J. Werner#maryland#1#Party#2016#94,776###28.00%
L M. Beers#maryland#1#Party#2016#14,207###4.20%
D Winner D. Ruppersberger (i)#maryland#2#Party#2016#172,324###62.20%
R P. McDonough#maryland#2#Party#2016#92,099###33.30%
L K. Kasprzak#maryland#2#Party#2016#12,530###4.50%
D Winner J. Sarbanes (i)#maryland#3#Party#2016#194,362###62.80%
R M. Plaster#maryland#3#Party#2016#106,627###34.50%
G N. Eze#maryland#3#Party#2016#8,430###2.70%
D Winner A. Brown#maryland#4#Party#2016#218,215###74.10%
R G. McDermott#maryland#4#Party#2016#63,674###21.60%
G K. Clark#maryland#4#Party#2016#7,357###2.50%
L B. Krause#maryland#4#Party#2016#5,274###1.80%
D Winner S. Hoyer (i)#maryland#5#Party#2016#223,582###67.30%
R M. Arness#maryland#5#Party#2016#98,768###29.70%
L J. Summers#maryland#5#Party#2016#10,033###3.00%
D Winner J. Delaney (i)#maryland#6#Party#2016#167,229###55.40%
R A. Hoeber#maryland#6#Party#2016#123,611###40.90%
L D. Howser#maryland#6#Party#2016#6,216###2.10%
G G. Gluck#maryland#6#Party#2016#4,997###1.70%
D Winner E. Cummings (i)#maryland#7#Party#2016#211,962###75.10%
R C. Vaughn#maryland#7#Party#2016#61,854###21.90%
G M. Hoenig#maryland#7#Party#2016#8,428###3.00%
D Winner J. Raskin#maryland#8#Party#2016#191,671###59.30%
R D. Cox#maryland#8#Party#2016#115,200###35.60%
G N. Wallace#maryland#8#Party#2016#9,761###3.00%
